vehicle_id,service_date,repair_type,repair_cost
V00201,2026-03-03,Oil Change,146.97
V00202,2026-03-20,Brake Repair,578.99
V00202,2026-04-27,Oil Change,122.84
V00202,2026-03-30,Oil Change,136.55
V00202,2026-04-15,Oil Change,102.74
V00202,2026-01-18,Oil Change,141.13
V00203,2026-01-25,Engine Inspection,792.82
V00203,2026-02-24,Brake Repair,400.77
V00203,2026-02-10,Battery Replacement,308.93
V00203,2026-04-07,Brake Repair,588.76
V00204,2026-04-15,Oil Change,116.38
V00204,2026-03-24,Engine Inspection,702.2
V00204,2026-03-11,Oil Change,106.66
V00205,2026-04-18,Oil Change,139.24
V00205,2026-04-06,Oil Change,144.33
V00205,2026-01-23,Engine Inspection,686.91
V00205,2026-01-29,Oil Change,104.87
V00205,2026-04-20,Engine Inspection,506.62
V00206,2026-01-09,Oil Change,102.72
V00207,2026-01-25,Brake Repair,493.7
V00208,2026-03-12,Brake Repair,433.96
V00208,2026-01-10,Oil Change,133.85
V00208,2026-01-01,Oil Change,116.51
V00208,2026-04-04,Oil Change,152.63
V00208,2026-02-03,Brake Repair,459.92
V00208,2026-04-15,Brake Repair,609.52
V00208,2026-04-16,Oil Change,110.35
V00209,2026-03-25,Brake Repair,546.8
V00209,2026-03-18,Battery Replacement,416.87
V00209,2026-03-27,Battery Replacement,371.15
V00209,2026-02-11,Battery Replacement,285.03
V00210,2026-01-15,Oil Change,166.88
V00210,2026-01-22,Cooling System,730.21
V00212,2026-03-04,Oil Change,130.97
V00212,2026-02-10,Brake Repair,573.4
V00212,2026-02-17,Oil Change,150.58
V00213,2026-04-08,Oil Change,128.31
V00213,2026-02-16,Engine Inspection,597.2
V00214,2026-03-20,Brake Repair,408.67
V00214,2026-01-18,Oil Change,111.21
V00214,2026-04-19,Brake Repair,396.53
V00214,2026-02-11,Engine Inspection,548.61
V00214,2026-04-03,Oil Change,130.87
V00214,2026-01-24,Battery Replacement,267.36
V00215,2026-03-27,Brake Repair,454.58
V00215,2026-02-16,Transmission Repair,2049.29
V00215,2026-04-03,Cooling System,754.24
V00215,2026-01-06,Brake Repair,458.03
V00215,2026-01-08,Oil Change,160.67
V00216,2026-03-24,Engine Inspection,552.82
V00216,2026-01-04,Battery Replacement,304.68
V00216,2026-03-25,Battery Replacement,290.3
V00217,2026-01-18,Oil Change,144.69
V00217,2026-03-30,Battery Replacement,253.31
V00219,2026-03-07,Engine Inspection,696.61
V00219,2026-03-31,Cooling System,879.92
V00219,2026-04-14,Engine Inspection,536.11
V00219,2026-03-20,Brake Repair,472.2
V00220,2026-03-07,Transmission Repair,2241.76
V00220,2026-04-23,Transmission Repair,1777.5
V00221,2026-03-28,Battery Replacement,342.89
V00221,2026-01-13,Brake Repair,461.35
V00221,2026-04-24,Brake Repair,610.01
V00222,2026-01-24,Brake Repair,417.79
V00222,2026-01-21,Transmission Repair,1744.99
V00222,2026-04-19,Battery Replacement,307.49
V00222,2026-03-22,Brake Repair,412.92
V00222,2026-02-05,Battery Replacement,392.35
V00222,2026-03-21,Oil Change,102.84
V00223,2026-04-13,Transmission Repair,1879.31
V00224,2026-02-23,Brake Repair,537.54
V00224,2026-03-02,Brake Repair,620.44
V00224,2026-01-23,Brake Repair,537.86
V00225,2026-03-21,Engine Inspection,641.65
V00225,2026-01-29,Battery Replacement,283.49
V00225,2026-03-25,Engine Inspection,830.36
V00225,2026-04-17,Transmission Repair,1474.21
V00225,2026-04-23,Oil Change,121.21
V00225,2026-02-09,Cooling System,912.25
V00225,2026-01-04,Engine Inspection,741.33
V00226,2026-04-21,Engine Inspection,629.68
V00226,2026-04-01,Battery Replacement,240.49
V00227,2026-01-22,Brake Repair,395.85
V00227,2026-03-14,Oil Change,150.61
V00227,2026-03-11,Brake Repair,421.44
V00228,2026-01-05,Oil Change,165.96
V00228,2026-03-31,Engine Inspection,580.87
V00228,2026-01-31,Oil Change,105.64
V00228,2026-04-08,Brake Repair,566.56
V00229,2026-01-20,Brake Repair,388.53
V00229,2026-02-10,Battery Replacement,291.31
V00229,2026-01-20,Battery Replacement,241.86
V00230,2026-04-13,Oil Change,124.7
V00230,2026-03-07,Oil Change,153.98
V00230,2026-04-24,Oil Change,141.33
V00231,2026-01-30,Engine Inspection,688.93
V00232,2026-02-16,Oil Change,96.78
V00232,2026-03-10,Oil Change,120.62
V00233,2026-01-11,Brake Repair,382.63
V00233,2026-04-26,Brake Repair,402.09
V00233,2026-03-26,Engine Inspection,799.75
V00234,2026-02-13,Oil Change,114.18
V00235,2026-03-11,Battery Replacement,298.62
V00235,2026-04-23,Cooling System,572.49
V00236,2026-02-06,Brake Repair,360.06
V00236,2026-02-02,Battery Replacement,356.03
V00236,2026-01-26,Battery Replacement,271.78
V00236,2026-04-30,Oil Change,113.88
V00236,2026-04-17,Oil Change,157.18
V00236,2026-03-26,Brake Repair,534.57
V00236,2026-02-10,Oil Change,165.9
V00237,2026-04-11,Engine Inspection,652.36
V00237,2026-01-16,Oil Change,145.82
V00237,2026-02-21,Engine Inspection,676.84
V00238,2026-02-17,Brake Repair,383.09
V00238,2026-03-22,Battery Replacement,391.63
V00238,2026-02-17,Brake Repair,543.05
V00238,2026-01-11,Brake Repair,409.94
V00239,2026-03-18,Battery Replacement,384.34
V00239,2026-01-12,Battery Replacement,245.53
V00240,2026-04-26,Oil Change,130.58
V00240,2026-04-20,Oil Change,158.67
V00240,2026-02-09,Oil Change,123.15
V00241,2026-03-10,Brake Repair,491.84
V00241,2026-04-08,Brake Repair,450.56
V00241,2026-01-01,Transmission Repair,2382.12
V00241,2026-04-11,Oil Change,126.6
V00241,2026-03-16,Oil Change,117.72
V00242,2026-03-28,Cooling System,782.35
V00242,2026-04-13,Battery Replacement,401.22
V00242,2026-04-22,Brake Repair,473.52
V00242,2026-04-30,Brake Repair,571.7
V00242,2026-02-28,Brake Repair,564.93
V00243,2026-03-08,Oil Change,96.39
V00245,2026-03-16,Transmission Repair,2160.26
V00245,2026-03-17,Oil Change,154.97
V00245,2026-02-20,Brake Repair,399.24
V00245,2026-03-04,Battery Replacement,259.44
V00246,2026-04-06,Engine Inspection,572.03
V00246,2026-02-26,Oil Change,167.18
V00246,2026-01-05,Oil Change,100.91
V00246,2026-01-13,Engine Inspection,756.65
V00247,2026-01-06,Engine Inspection,497.16
V00247,2026-01-09,Cooling System,774.38
V00247,2026-01-15,Oil Change,156.37
V00247,2026-03-06,Battery Replacement,406.54
V00248,2026-01-12,Cooling System,568.41
V00248,2026-04-17,Oil Change,106.68
V00249,2026-03-11,Cooling System,927.63
V00249,2026-01-18,Cooling System,847.29
V00249,2026-01-01,Oil Change,112.85
V00250,2026-03-28,Oil Change,162.05
V00250,2026-01-23,Brake Repair,594.88
V00250,2026-02-13,Brake Repair,550.53
V00252,2026-04-30,Battery Replacement,417.63
V00252,2026-01-29,Cooling System,573.07
V00253,2026-04-19,Battery Replacement,412.47
V00253,2026-01-22,Brake Repair,591.82
V00253,2026-04-14,Oil Change,162.81
V00253,2026-04-20,Battery Replacement,333.96
V00253,2026-01-31,Battery Replacement,391.78
V00254,2026-04-29,Brake Repair,390.27
V00254,2026-02-15,Oil Change,164.75
V00254,2026-04-13,Transmission Repair,1567.82
V00254,2026-01-12,Battery Replacement,369.88
V00255,2026-03-26,Transmission Repair,2141.55
V00255,2026-04-09,Battery Replacement,375.71
V00255,2026-03-09,Engine Inspection,683.06
V00256,2026-03-14,Battery Replacement,380.87
V00257,2026-03-22,Brake Repair,363.73
V00257,2026-04-09,Transmission Repair,2290.78
V00257,2026-03-27,Brake Repair,437.89
V00257,2026-04-16,Oil Change,159.06
V00258,2026-04-12,Battery Replacement,277.81
V00258,2026-02-01,Brake Repair,492.79
V00258,2026-01-02,Engine Inspection,529.19
V00259,2026-02-16,Transmission Repair,1993.58
V00260,2026-03-24,Oil Change,166.43
V00260,2026-03-09,Engine Inspection,556.0
V00260,2026-02-06,Cooling System,937.37
V00261,2026-04-22,Battery Replacement,304.09
V00261,2026-02-22,Transmission Repair,2449.6
V00261,2026-02-05,Oil Change,114.04
V00261,2026-01-08,Brake Repair,368.4
V00261,2026-04-01,Engine Inspection,513.6
V00261,2026-01-08,Oil Change,125.53
V00261,2026-03-11,Brake Repair,427.06
V00261,2026-01-21,Engine Inspection,615.4
V00261,2026-03-10,Brake Repair,440.43
V00261,2026-04-26,Oil Change,129.2
V00262,2026-03-29,Oil Change,159.58
V00262,2026-03-05,Oil Change,141.06
V00263,2026-04-19,Brake Repair,569.37
V00263,2026-04-19,Engine Inspection,487.48
V00263,2026-02-12,Battery Replacement,301.94
V00263,2026-02-09,Brake Repair,566.38
V00263,2026-01-29,Engine Inspection,787.62
V00264,2026-04-22,Battery Replacement,335.12
V00264,2026-01-10,Brake Repair,500.98
V00264,2026-03-07,Oil Change,162.66
V00264,2026-04-27,Battery Replacement,322.98
V00264,2026-03-24,Battery Replacement,262.2
V00264,2026-01-20,Transmission Repair,1900.57
V00264,2026-01-24,Cooling System,768.94
V00264,2026-03-29,Brake Repair,563.8
V00264,2026-03-07,Oil Change,133.31
V00264,2026-01-21,Battery Replacement,306.96
V00264,2026-04-19,Oil Change,139.3
V00266,2026-01-08,Battery Replacement,282.15
V00266,2026-04-07,Oil Change,136.73
V00266,2026-01-30,Battery Replacement,391.36
V00266,2026-01-22,Brake Repair,499.44
V00267,2026-01-29,Oil Change,133.51
V00267,2026-01-22,Oil Change,148.47
V00267,2026-04-21,Oil Change,142.46
V00267,2026-02-06,Battery Replacement,316.02
V00267,2026-04-11,Transmission Repair,1759.82
V00268,2026-03-26,Engine Inspection,558.85
V00268,2026-02-03,Oil Change,152.03
V00268,2026-04-29,Cooling System,679.79
V00268,2026-04-16,Brake Repair,515.25
V00268,2026-03-21,Oil Change,112.1
V00268,2026-01-12,Engine Inspection,487.05
V00268,2026-02-01,Oil Change,153.2
V00268,2026-02-16,Oil Change,165.12
V00268,2026-01-08,Oil Change,106.14
V00269,2026-04-01,Engine Inspection,626.49
V00269,2026-03-26,Engine Inspection,519.55
V00269,2026-02-25,Oil Change,111.2
V00269,2026-01-31,Brake Repair,480.81
V00270,2026-02-05,Oil Change,109.6
V00270,2026-03-26,Engine Inspection,716.05
V00270,2026-01-09,Battery Replacement,363.86
V00271,2026-03-14,Brake Repair,401.71
V00272,2026-04-08,Brake Repair,599.41
V00272,2026-04-02,Brake Repair,393.83
V00273,2026-03-09,Oil Change,140.01
V00273,2026-03-01,Brake Repair,613.5
V00273,2026-02-06,Engine Inspection,738.13
V00273,2026-03-03,Engine Inspection,607.72
V00273,2026-02-10,Oil Change,147.53
V00273,2026-01-17,Battery Replacement,384.32
V00273,2026-02-03,Cooling System,634.44
V00273,2026-02-24,Oil Change,115.85
V00274,2026-02-10,Battery Replacement,396.95
V00274,2026-02-18,Oil Change,126.18
V00274,2026-03-01,Cooling System,654.12
V00275,2026-03-27,Oil Change,127.63
V00275,2026-03-10,Battery Replacement,265.13
V00275,2026-01-03,Brake Repair,619.43
V00275,2026-02-15,Engine Inspection,808.87
V00276,2026-04-29,Battery Replacement,349.18
V00276,2026-01-13,Engine Inspection,698.44
V00276,2026-03-03,Oil Change,152.81
V00276,2026-01-29,Oil Change,138.16
V00276,2026-04-09,Oil Change,119.76
V00277,2026-01-09,Oil Change,135.04
V00277,2026-04-28,Oil Change,149.62
V00277,2026-01-29,Oil Change,132.66
V00277,2026-01-21,Brake Repair,591.39
V00278,2026-03-23,Oil Change,162.09
V00278,2026-02-16,Engine Inspection,792.99
V00278,2026-02-25,Brake Repair,559.47
V00278,2026-02-17,Cooling System,734.99
V00279,2026-02-13,Brake Repair,580.91
V00279,2026-03-03,Brake Repair,507.77
V00279,2026-01-11,Oil Change,116.98
V00279,2026-02-19,Battery Replacement,415.15
V00279,2026-04-03,Oil Change,98.63
V00280,2026-04-13,Oil Change,121.43
V00280,2026-04-22,Engine Inspection,686.22
V00280,2026-01-11,Brake Repair,432.27
V00281,2026-01-22,Engine Inspection,796.57
V00281,2026-04-10,Battery Replacement,393.32
V00281,2026-02-01,Oil Change,112.75
V00282,2026-01-28,Brake Repair,623.31
V00282,2026-02-26,Cooling System,589.51
V00282,2026-04-14,Engine Inspection,613.89
V00282,2026-03-12,Brake Repair,387.09
V00283,2026-01-10,Engine Inspection,674.27
V00283,2026-03-04,Battery Replacement,406.17
V00285,2026-01-26,Brake Repair,494.64
V00285,2026-02-24,Brake Repair,486.61
V00286,2026-04-18,Oil Change,120.49
V00286,2026-01-24,Battery Replacement,359.92
V00287,2026-03-21,Brake Repair,515.27
V00287,2026-02-24,Battery Replacement,359.59
V00288,2026-02-20,Oil Change,137.64
V00289,2026-01-01,Oil Change,112.26
V00289,2026-03-30,Engine Inspection,599.18
V00289,2026-03-05,Brake Repair,502.31
V00289,2026-04-09,Oil Change,158.95
V00290,2026-03-31,Oil Change,98.4
V00290,2026-01-23,Transmission Repair,1519.63
V00290,2026-02-15,Oil Change,125.72
V00290,2026-04-17,Cooling System,737.98
V00291,2026-01-05,Engine Inspection,493.88
V00291,2026-03-30,Oil Change,98.07
V00291,2026-02-16,Brake Repair,381.09
V00291,2026-03-01,Oil Change,149.98
V00291,2026-02-24,Brake Repair,583.25
V00291,2026-02-04,Oil Change,124.23
V00292,2026-02-12,Transmission Repair,1710.99
V00293,2026-01-31,Engine Inspection,482.72
V00293,2026-01-05,Engine Inspection,773.52
V00293,2026-04-14,Oil Change,112.11
V00294,2026-01-04,Oil Change,111.8
V00294,2026-03-01,Oil Change,127.49
V00294,2026-01-20,Oil Change,113.55
V00294,2026-03-06,Oil Change,138.41
V00294,2026-03-02,Brake Repair,483.01
V00296,2026-01-25,Brake Repair,524.61
V00298,2026-04-12,Oil Change,130.16
V00298,2026-01-19,Engine Inspection,568.92
V00298,2026-03-19,Oil Change,136.96
V00298,2026-03-14,Brake Repair,410.34
V00298,2026-01-20,Oil Change,129.12
V00298,2026-04-01,Battery Replacement,325.92
V00298,2026-02-04,Brake Repair,554.78
V00298,2026-02-05,Oil Change,123.53
V00299,2026-03-20,Cooling System,850.01
V00300,2026-02-25,Engine Inspection,580.7
V00302,2026-01-10,Cooling System,779.26
V00302,2026-01-31,Cooling System,655.94
V00302,2026-03-01,Oil Change,111.92
V00303,2026-03-28,Brake Repair,621.09
V00303,2026-01-18,Oil Change,101.74
V00303,2026-01-03,Brake Repair,494.46
V00303,2026-02-23,Oil Change,119.12
V00303,2026-04-24,Brake Repair,407.83
V00303,2026-04-05,Brake Repair,498.55
V00305,2026-02-14,Oil Change,139.53
V00305,2026-04-14,Battery Replacement,369.08
V00306,2026-04-27,Brake Repair,558.06
V00306,2026-02-22,Oil Change,134.75
V00306,2026-02-19,Engine Inspection,535.92
V00306,2026-01-08,Engine Inspection,720.82
V00307,2026-02-08,Oil Change,152.01
V00307,2026-02-19,Brake Repair,438.53
V00307,2026-01-28,Battery Replacement,323.13
V00307,2026-02-16,Brake Repair,453.71
V00307,2026-02-09,Engine Inspection,501.41
V00307,2026-02-20,Cooling System,845.92
V00307,2026-03-31,Brake Repair,628.45
V00307,2026-04-22,Oil Change,110.31
V00307,2026-03-09,Engine Inspection,573.71
V00308,2026-01-17,Battery Replacement,264.35
V00309,2026-02-08,Engine Inspection,774.33
V00310,2026-03-28,Engine Inspection,527.13
V00310,2026-01-02,Oil Change,117.65
V00311,2026-01-14,Battery Replacement,297.27
V00311,2026-01-02,Cooling System,968.52
V00311,2026-02-06,Oil Change,122.52
V00311,2026-04-23,Oil Change,98.76
V00312,2026-04-28,Engine Inspection,706.56
V00312,2026-04-14,Oil Change,115.2
V00312,2026-02-27,Brake Repair,374.37
V00312,2026-04-20,Battery Replacement,271.08
V00312,2026-04-16,Transmission Repair,1931.2
V00312,2026-02-12,Oil Change,127.42
V00313,2026-01-31,Transmission Repair,2448.45
V00313,2026-03-07,Oil Change,149.26
V00313,2026-03-12,Brake Repair,588.3
V00314,2026-04-27,Oil Change,158.65
V00315,2026-02-03,Brake Repair,441.29
V00315,2026-02-26,Oil Change,160.8
V00316,2026-04-11,Engine Inspection,838.86
V00316,2026-04-19,Oil Change,137.39
V00316,2026-02-09,Transmission Repair,1770.91
V00316,2026-01-31,Battery Replacement,312.28
V00316,2026-01-24,Oil Change,99.9
V00316,2026-02-19,Oil Change,131.48
V00316,2026-02-05,Oil Change,129.59
V00317,2026-04-03,Oil Change,113.15
V00317,2026-04-18,Oil Change,129.95
V00318,2026-04-07,Oil Change,149.5
V00318,2026-04-07,Transmission Repair,1441.52
V00318,2026-01-24,Battery Replacement,357.54
V00318,2026-02-17,Oil Change,167.67
V00318,2026-01-05,Oil Change,96.9
V00318,2026-04-05,Oil Change,150.96
V00319,2026-02-18,Transmission Repair,1804.85
V00319,2026-02-26,Transmission Repair,1745.82
V00319,2026-04-01,Engine Inspection,677.7
V00319,2026-01-13,Brake Repair,402.75
V00320,2026-02-10,Battery Replacement,402.92
V00320,2026-04-19,Transmission Repair,2373.46
V00320,2026-03-25,Oil Change,146.96
V00321,2026-03-14,Brake Repair,500.39
V00322,2026-01-21,Oil Change,132.65
V00322,2026-03-19,Oil Change,124.44
V00322,2026-03-27,Cooling System,940.02
V00322,2026-01-23,Cooling System,925.94
V00322,2026-04-08,Oil Change,103.57
V00323,2026-04-08,Brake Repair,533.48
V00323,2026-02-13,Oil Change,136.79
V00323,2026-04-20,Oil Change,124.91
V00324,2026-01-16,Cooling System,939.17
V00324,2026-04-18,Cooling System,764.27
V00324,2026-04-19,Brake Repair,412.08
V00325,2026-02-13,Engine Inspection,549.97
V00325,2026-03-20,Transmission Repair,1472.01
V00326,2026-03-23,Cooling System,686.91
V00327,2026-04-18,Brake Repair,379.8
V00327,2026-03-01,Engine Inspection,837.18
V00327,2026-04-17,Oil Change,109.64
V00327,2026-02-09,Cooling System,742.83
V00327,2026-03-24,Brake Repair,483.14
V00328,2026-04-19,Engine Inspection,542.22
V00330,2026-04-25,Brake Repair,575.15
V00331,2026-03-28,Battery Replacement,405.7
V00331,2026-01-08,Oil Change,129.25
V00332,2026-01-13,Brake Repair,618.5
V00332,2026-02-07,Oil Change,104.85
V00333,2026-01-18,Oil Change,123.05
V00333,2026-04-12,Engine Inspection,576.38
V00333,2026-02-04,Oil Change,118.26
V00333,2026-04-05,Oil Change,142.86
V00333,2026-03-05,Brake Repair,397.94
V00334,2026-01-31,Oil Change,150.96
V00334,2026-01-05,Cooling System,642.09
V00337,2026-02-06,Transmission Repair,2360.23
V00337,2026-01-23,Battery Replacement,301.55
V00337,2026-04-28,Oil Change,116.13
V00338,2026-01-28,Oil Change,151.58
V00338,2026-01-25,Battery Replacement,334.31
V00338,2026-03-12,Brake Repair,458.08
V00340,2026-01-14,Oil Change,160.08
V00340,2026-04-12,Brake Repair,394.1
V00340,2026-04-16,Engine Inspection,702.1
V00341,2026-01-07,Oil Change,136.18
V00341,2026-04-19,Cooling System,744.22
V00341,2026-03-18,Battery Replacement,278.83
V00341,2026-03-27,Oil Change,150.21
V00341,2026-04-06,Cooling System,637.19
V00341,2026-03-17,Engine Inspection,652.38
V00342,2026-04-17,Cooling System,695.76
V00342,2026-03-31,Oil Change,148.82
V00342,2026-01-29,Oil Change,112.51
V00342,2026-02-24,Oil Change,142.94
V00342,2026-04-03,Oil Change,160.96
V00343,2026-03-26,Oil Change,118.11
V00343,2026-01-15,Oil Change,100.92
V00343,2026-02-23,Transmission Repair,2112.36
V00343,2026-04-05,Engine Inspection,702.31
V00343,2026-04-03,Battery Replacement,287.29
V00343,2026-04-13,Oil Change,166.33
V00343,2026-03-17,Cooling System,743.26
V00343,2026-02-10,Oil Change,137.85
V00344,2026-03-17,Oil Change,98.34
V00344,2026-01-24,Brake Repair,397.56
V00344,2026-03-12,Oil Change,144.02
V00345,2026-04-07,Battery Replacement,415.49
V00345,2026-04-27,Oil Change,99.49
V00346,2026-03-13,Engine Inspection,638.48
V00348,2026-02-27,Transmission Repair,1544.77
V00348,2026-01-20,Oil Change,124.62
V00348,2026-02-01,Engine Inspection,675.46
V00349,2026-02-22,Transmission Repair,2144.3
V00350,2026-01-25,Oil Change,118.67
V00350,2026-02-20,Engine Inspection,761.02
V00350,2026-03-06,Oil Change,134.61
V00351,2026-04-07,Oil Change,156.91
V00351,2026-04-18,Brake Repair,527.7
V00351,2026-03-18,Engine Inspection,543.62
V00351,2026-04-09,Brake Repair,405.58
V00351,2026-04-06,Oil Change,99.14
V00351,2026-03-16,Engine Inspection,733.96
V00352,2026-01-29,Oil Change,96.15
V00352,2026-04-22,Brake Repair,525.03
V00352,2026-02-18,Oil Change,102.23
V00353,2026-03-17,Oil Change,150.55
V00353,2026-01-09,Oil Change,115.87
V00354,2026-04-24,Brake Repair,392.46
V00355,2026-02-21,Engine Inspection,561.88
V00356,2026-03-25,Engine Inspection,487.24
V00356,2026-01-11,Brake Repair,621.42
V00357,2026-02-18,Brake Repair,519.4
V00357,2026-02-26,Brake Repair,472.92
V00357,2026-04-04,Cooling System,712.95
V00357,2026-04-14,Oil Change,99.09
V00357,2026-03-08,Engine Inspection,654.24
V00357,2026-04-04,Oil Change,100.07
V00357,2026-02-25,Cooling System,832.89
V00357,2026-03-18,Brake Repair,375.28
V00357,2026-04-25,Oil Change,102.8
V00357,2026-01-14,Engine Inspection,542.95
V00357,2026-02-06,Brake Repair,372.32
V00358,2026-03-19,Brake Repair,496.52
V00358,2026-01-22,Engine Inspection,596.47
V00358,2026-03-25,Battery Replacement,409.37
V00359,2026-04-23,Brake Repair,418.18
V00359,2026-01-25,Oil Change,104.55
V00359,2026-03-05,Engine Inspection,592.45
V00359,2026-03-05,Battery Replacement,405.48
V00359,2026-01-24,Oil Change,129.09
V00360,2026-02-17,Oil Change,110.3
V00360,2026-02-17,Oil Change,136.4
V00360,2026-01-29,Battery Replacement,271.76
V00360,2026-01-22,Transmission Repair,2428.84
