ticket_id,vehicle_id,ticket_date,complaint_text,priority
T000486,V00319,2026-03-06,Vehicle overheating during route,High
T000487,V00319,2026-01-02,Transmission feels delayed,High
T000488,V00322,2026-03-11,Oil pressure warning triggered,High
T000489,V00322,2026-02-08,Vehicle overheating during route,High
T000490,V00322,2026-02-19,Oil pressure warning triggered,High
T000491,V00322,2026-04-05,Reduced acceleration reported,Medium
T000492,V00323,2026-01-23,Reduced acceleration reported,Medium
T000493,V00323,2026-01-05,Oil pressure warning triggered,High
T000494,V00324,2026-04-13,Brake noise reported by driver,Low
T000495,V00325,2026-02-03,Transmission feels delayed,High
T000496,V00325,2026-04-19,No major issue reported,Low
T000497,V00326,2026-01-04,No major issue reported,Medium
T000498,V00326,2026-01-26,Brake noise reported by driver,Medium
T000499,V00326,2026-03-10,Reduced acceleration reported,Medium
T000500,V00327,2026-03-07,Battery warning light keeps appearing,Low
T000501,V00327,2026-04-04,Transmission feels delayed,High
T000502,V00330,2026-04-12,Transmission feels delayed,High
T000503,V00331,2026-02-27,Brake noise reported by driver,Medium
T000504,V00331,2026-02-05,Battery warning light keeps appearing,Low
T000505,V00331,2026-01-02,Battery warning light keeps appearing,Low
T000506,V00331,2026-03-04,Battery warning light keeps appearing,Low
T000507,V00331,2026-04-27,Vehicle overheating during route,High
T000508,V00331,2026-02-19,No major issue reported,Medium
T000509,V00332,2026-03-26,Reduced acceleration reported,Low
T000510,V00332,2026-03-19,Check engine light is on,Medium
T000511,V00333,2026-02-15,Battery warning light keeps appearing,Low
T000512,V00334,2026-03-10,Battery warning light keeps appearing,Low
T000513,V00335,2026-04-12,Transmission feels delayed,High
T000514,V00336,2026-03-13,Check engine light is on,Medium
T000515,V00338,2026-01-13,Battery warning light keeps appearing,Medium
T000516,V00338,2026-02-01,Reduced acceleration reported,Low
T000517,V00338,2026-03-07,No major issue reported,Low
T000518,V00340,2026-04-06,Oil pressure warning triggered,High
T000519,V00341,2026-02-08,Vehicle idle time unusually high,Low
T000520,V00341,2026-01-04,Reduced acceleration reported,Medium
T000521,V00341,2026-03-11,No major issue reported,Low
T000522,V00342,2026-04-13,Brake noise reported by driver,Low
T000523,V00343,2026-04-06,Vehicle idle time unusually high,Medium
T000524,V00343,2026-01-25,Battery warning light keeps appearing,Medium
T000525,V00343,2026-02-26,Vehicle overheating during route,High
T000526,V00344,2026-03-12,Brake noise reported by driver,Medium
T000527,V00344,2026-04-28,No major issue reported,Medium
T000528,V00344,2026-02-21,Battery warning light keeps appearing,Low
T000529,V00344,2026-02-21,Battery warning light keeps appearing,Low
T000530,V00345,2026-03-26,Reduced acceleration reported,Medium
T000531,V00348,2026-01-07,Oil pressure warning triggered,High
T000532,V00349,2026-01-13,Check engine light is on,Low
T000533,V00349,2026-03-24,Transmission feels delayed,High
T000534,V00350,2026-01-03,Check engine light is on,Low
T000535,V00350,2026-04-12,No major issue reported,Medium
T000536,V00350,2026-02-06,Brake noise reported by driver,Medium
T000537,V00351,2026-02-24,Vehicle overheating during route,High
T000538,V00351,2026-04-19,Vehicle idle time unusually high,Low
T000539,V00351,2026-03-28,Transmission feels delayed,High
T000540,V00351,2026-02-08,Oil pressure warning triggered,High
T000541,V00351,2026-04-26,Reduced acceleration reported,Medium
T000542,V00352,2026-02-24,Transmission feels delayed,High
T000543,V00353,2026-04-14,Oil pressure warning triggered,High
T000544,V00353,2026-04-02,No major issue reported,Medium
T000545,V00354,2026-04-08,Reduced acceleration reported,Medium
T000546,V00354,2026-01-25,No major issue reported,Medium
T000547,V00355,2026-04-16,Oil pressure warning triggered,High
T000548,V00356,2026-01-31,Vehicle overheating during route,High
T000549,V00356,2026-01-27,No major issue reported,Medium
T000550,V00356,2026-04-08,Transmission feels delayed,High
T000551,V00357,2026-03-14,Brake noise reported by driver,Medium
T000552,V00357,2026-01-08,Reduced acceleration reported,Low
T000553,V00358,2026-03-06,Brake noise reported by driver,Low
T000554,V00359,2026-04-18,Brake noise reported by driver,Medium
T000555,V00359,2026-02-06,Check engine light is on,Low
T000556,V00359,2026-01-11,Vehicle overheating during route,High
T000557,V00360,2026-03-15,Vehicle idle time unusually high,Low
T000558,V00360,2026-02-21,Reduced acceleration reported,Medium
T000559,V00360,2026-01-29,Oil pressure warning triggered,High
T000560,V00363,2026-03-28,Vehicle idle time unusually high,Medium
T000561,V00365,2026-01-27,Vehicle overheating during route,High
T000562,V00366,2026-04-26,Check engine light is on,Low
T000563,V00368,2026-03-21,Brake noise reported by driver,Medium
T000564,V00368,2026-04-24,Vehicle overheating during route,High
T000565,V00369,2026-02-02,Oil pressure warning triggered,High
T000566,V00370,2026-02-28,Oil pressure warning triggered,High
T000567,V00370,2026-03-29,Vehicle overheating during route,High
T000568,V00370,2026-04-25,Vehicle idle time unusually high,Medium
T000569,V00370,2026-03-11,No major issue reported,Low
T000570,V00371,2026-03-18,Reduced acceleration reported,Low
T000571,V00371,2026-02-06,Reduced acceleration reported,Low
T000572,V00372,2026-03-08,Transmission feels delayed,High
T000573,V00372,2026-02-27,Vehicle idle time unusually high,Low
T000574,V00372,2026-03-23,Vehicle idle time unusually high,Medium
T000575,V00372,2026-01-15,Reduced acceleration reported,Medium
T000576,V00373,2026-02-04,Oil pressure warning triggered,High
T000577,V00373,2026-02-18,Transmission feels delayed,High
T000578,V00374,2026-02-17,Oil pressure warning triggered,High
T000579,V00374,2026-01-03,Vehicle overheating during route,High
T000580,V00374,2026-03-13,No major issue reported,Medium
T000581,V00374,2026-01-16,Transmission feels delayed,High
T000582,V00376,2026-03-04,Oil pressure warning triggered,High
T000583,V00377,2026-03-19,Battery warning light keeps appearing,Low
T000584,V00378,2026-01-26,No major issue reported,Medium
T000585,V00378,2026-02-14,Check engine light is on,Medium
T000586,V00378,2026-03-08,Check engine light is on,Low
T000587,V00379,2026-02-15,No major issue reported,Medium
T000588,V00380,2026-03-17,Oil pressure warning triggered,High
T000589,V00380,2026-02-20,No major issue reported,Medium
T000590,V00380,2026-03-15,Vehicle idle time unusually high,Low
T000591,V00382,2026-01-31,Battery warning light keeps appearing,Low
T000592,V00385,2026-02-21,Transmission feels delayed,High
T000593,V00385,2026-04-18,Vehicle idle time unusually high,Low
T000594,V00386,2026-02-27,Reduced acceleration reported,Medium
T000595,V00387,2026-04-30,No major issue reported,Low
T000596,V00387,2026-02-28,Vehicle overheating during route,High
T000597,V00388,2026-04-15,Vehicle idle time unusually high,Low
T000598,V00389,2026-02-17,Reduced acceleration reported,Low
T000599,V00389,2026-04-26,Battery warning light keeps appearing,Low
T000600,V00390,2026-01-07,Check engine light is on,Medium
T000601,V00390,2026-03-26,Transmission feels delayed,High
T000602,V00391,2026-02-23,Check engine light is on,Low
T000603,V00391,2026-02-10,Brake noise reported by driver,Medium
T000604,V00391,2026-04-03,Oil pressure warning triggered,High
T000605,V00391,2026-01-25,Brake noise reported by driver,Low
T000606,V00391,2026-02-08,Reduced acceleration reported,Low
T000607,V00392,2026-04-25,Reduced acceleration reported,Low
T000608,V00393,2026-01-16,Brake noise reported by driver,Medium
T000609,V00394,2026-03-17,Reduced acceleration reported,Low
T000610,V00394,2026-01-03,Transmission feels delayed,High
T000611,V00394,2026-04-02,Transmission feels delayed,High
T000612,V00395,2026-02-26,Brake noise reported by driver,Low
T000613,V00395,2026-01-05,Transmission feels delayed,High
T000614,V00396,2026-02-07,Reduced acceleration reported,Medium
T000615,V00397,2026-02-11,Check engine light is on,Low
T000616,V00397,2026-02-11,Battery warning light keeps appearing,Low
T000617,V00398,2026-03-22,Check engine light is on,Medium
T000618,V00398,2026-02-02,Reduced acceleration reported,Low
T000619,V00398,2026-02-11,Transmission feels delayed,High
T000620,V00400,2026-04-27,No major issue reported,Medium
T000621,V00401,2026-01-29,Brake noise reported by driver,Medium
T000622,V00403,2026-01-18,Vehicle idle time unusually high,Low
T000623,V00403,2026-02-20,Vehicle overheating during route,High
T000624,V00403,2026-03-20,Check engine light is on,Low
T000625,V00403,2026-03-22,Vehicle idle time unusually high,Medium
T000626,V00404,2026-03-16,Vehicle overheating during route,High
T000627,V00406,2026-01-30,Vehicle idle time unusually high,Low
T000628,V00406,2026-03-20,Brake noise reported by driver,Medium
T000629,V00406,2026-03-02,Check engine light is on,Medium
T000630,V00408,2026-01-11,Battery warning light keeps appearing,Low
T000631,V00408,2026-02-17,Battery warning light keeps appearing,Low
T000632,V00409,2026-04-29,Transmission feels delayed,High
T000633,V00409,2026-01-02,Check engine light is on,Low
T000634,V00409,2026-01-27,Brake noise reported by driver,Low
T000635,V00409,2026-03-17,Battery warning light keeps appearing,Low
T000636,V00410,2026-02-24,Oil pressure warning triggered,High
T000637,V00410,2026-01-05,Vehicle overheating during route,High
T000638,V00410,2026-03-23,Battery warning light keeps appearing,Medium
T000639,V00411,2026-01-28,Vehicle idle time unusually high,Low
T000640,V00411,2026-02-06,Oil pressure warning triggered,High
T000641,V00412,2026-03-25,Check engine light is on,Medium
T000642,V00412,2026-03-21,Transmission feels delayed,High
T000643,V00413,2026-04-07,No major issue reported,Medium
T000644,V00413,2026-01-31,Check engine light is on,Low
T000645,V00414,2026-01-21,Check engine light is on,Medium
T000646,V00414,2026-02-15,Vehicle overheating during route,High
T000647,V00414,2026-01-21,Brake noise reported by driver,Low
T000648,V00415,2026-03-28,Battery warning light keeps appearing,Medium
T000649,V00415,2026-04-01,Brake noise reported by driver,Medium
T000650,V00416,2026-01-05,Transmission feels delayed,High
T000651,V00416,2026-02-16,No major issue reported,Low
T000652,V00418,2026-01-08,Brake noise reported by driver,Medium
T000653,V00418,2026-01-05,Oil pressure warning triggered,High
T000654,V00418,2026-01-22,Transmission feels delayed,High
T000655,V00419,2026-04-06,Vehicle idle time unusually high,Low
T000656,V00420,2026-03-15,No major issue reported,Low
T000657,V00420,2026-03-29,Check engine light is on,Low
T000658,V00420,2026-03-17,Oil pressure warning triggered,High
T000659,V00421,2026-03-31,Oil pressure warning triggered,High
T000660,V00421,2026-04-17,Reduced acceleration reported,Medium
T000661,V00422,2026-04-13,Check engine light is on,Medium
T000662,V00423,2026-04-19,Reduced acceleration reported,Low
T000663,V00424,2026-04-20,Oil pressure warning triggered,High
T000664,V00424,2026-03-07,Brake noise reported by driver,Medium
T000665,V00424,2026-01-09,Vehicle idle time unusually high,Low
T000666,V00428,2026-02-22,Vehicle overheating during route,High
T000667,V00429,2026-02-20,Battery warning light keeps appearing,Medium
T000668,V00429,2026-03-21,Check engine light is on,Medium
T000669,V00430,2026-02-27,Oil pressure warning triggered,High
T000670,V00431,2026-04-22,Check engine light is on,Medium
T000671,V00431,2026-03-19,Brake noise reported by driver,Low
T000672,V00433,2026-02-03,Reduced acceleration reported,Medium
T000673,V00433,2026-01-30,Vehicle idle time unusually high,Medium
T000674,V00433,2026-03-10,No major issue reported,Medium
T000675,V00434,2026-03-08,Brake noise reported by driver,Low
T000676,V00435,2026-04-07,Battery warning light keeps appearing,Low
T000677,V00436,2026-04-22,Brake noise reported by driver,Low
T000678,V00437,2026-03-30,Brake noise reported by driver,Low
T000679,V00437,2026-04-07,Vehicle overheating during route,High
T000680,V00437,2026-01-28,Check engine light is on,Low
T000681,V00437,2026-02-10,Oil pressure warning triggered,High
T000682,V00437,2026-04-07,No major issue reported,Low
T000683,V00438,2026-03-21,Reduced acceleration reported,Low
T000684,V00438,2026-01-24,Battery warning light keeps appearing,Low
T000685,V00439,2026-03-10,Reduced acceleration reported,Low
T000686,V00441,2026-01-26,Battery warning light keeps appearing,Low
T000687,V00441,2026-03-21,Transmission feels delayed,High
T000688,V00441,2026-03-03,Oil pressure warning triggered,High
T000689,V00444,2026-04-19,Battery warning light keeps appearing,Low
T000690,V00444,2026-02-17,Reduced acceleration reported,Medium
T000691,V00444,2026-04-30,Reduced acceleration reported,Low
T000692,V00444,2026-02-20,Reduced acceleration reported,Low
T000693,V00446,2026-02-03,Oil pressure warning triggered,High
T000694,V00446,2026-04-02,Brake noise reported by driver,Medium
T000695,V00446,2026-03-02,Vehicle overheating during route,High
T000696,V00447,2026-01-12,Brake noise reported by driver,Low
T000697,V00448,2026-02-23,Vehicle idle time unusually high,Medium
T000698,V00449,2026-03-28,Reduced acceleration reported,Low
T000699,V00449,2026-03-21,Reduced acceleration reported,Medium
T000700,V00449,2026-04-12,Reduced acceleration reported,Medium
T000701,V00450,2026-03-16,Battery warning light keeps appearing,Medium
T000702,V00451,2026-02-13,Vehicle overheating during route,High
T000703,V00452,2026-04-05,Vehicle idle time unusually high,Medium
T000704,V00453,2026-04-19,Transmission feels delayed,High
T000705,V00453,2026-03-10,No major issue reported,Medium
T000706,V00453,2026-03-22,Battery warning light keeps appearing,Low
T000707,V00454,2026-01-04,Reduced acceleration reported,Low
T000708,V00454,2026-01-31,Battery warning light keeps appearing,Medium
T000709,V00454,2026-04-09,Vehicle idle time unusually high,Low
T000710,V00455,2026-03-29,Vehicle overheating during route,High
T000711,V00455,2026-02-03,Brake noise reported by driver,Low
T000712,V00455,2026-01-10,Vehicle overheating during route,High
T000713,V00455,2026-04-14,Transmission feels delayed,High
T000714,V00455,2026-04-03,Battery warning light keeps appearing,Medium
T000715,V00456,2026-01-12,Oil pressure warning triggered,High
T000716,V00458,2026-01-02,Reduced acceleration reported,Medium
T000717,V00459,2026-04-06,No major issue reported,Medium
T000718,V00459,2026-02-26,Vehicle idle time unusually high,Medium
T000719,V00459,2026-04-01,Vehicle idle time unusually high,Low
T000720,V00460,2026-03-27,Check engine light is on,Low
T000721,V00460,2026-03-03,No major issue reported,Low
T000722,V00460,2026-03-23,No major issue reported,Low
T000723,V00461,2026-03-29,Check engine light is on,Medium
T000724,V00462,2026-02-10,Check engine light is on,Low
T000725,V00463,2026-01-31,Battery warning light keeps appearing,Low
T000726,V00465,2026-04-26,Vehicle idle time unusually high,Low
T000727,V00465,2026-02-19,Brake noise reported by driver,Medium
T000728,V00465,2026-02-15,Vehicle idle time unusually high,Low
T000729,V00466,2026-04-21,Check engine light is on,Medium
T000730,V00466,2026-03-23,Vehicle overheating during route,High
